businessZones,companyFullName,companyId,companyShortName,companySize,createTime,district,education,financeStage,industryField,positionName,salary
"['元岗', '岑村', '龙洞']",广州明动软件股份有限公司,6558,明动软件,150-500人,2018-11-22 20:09:02,天河区,本科,上市公司,"企业服务,数据服务",测试工程师,7k-10k
,广东么么乐网络科技有限公司,221420,么么乐,50-150人,2018-11-15 10:03:20,天河区,不限,不需要融资,移动互联网,WEB前端开发工程师,6k-12k
,广州市果肉教育科技有限公司,463302,广州市果肉教育科技有限公司,150-500人,2018-11-22 16:31:40,越秀区,本科,不需要融资,"移动互联网,教育",测试工程师,10k-20k
"['员村', '天河公园', '石牌']",上海莱壳企业管理有限公司,416006,wlaike,150-500人,2018-11-22 12:35:30,天河区,本科,B轮,"移动互联网,企业服务",测试开发工程师,30k-60k
['大学城'],广州探迹科技有限公司,134745,探迹,150-500人,2018-11-22 17:21:35,番禺区,本科,A轮,"数据服务,企业服务",推荐算法工程师,10k-20k
['琶洲'],广州均乐互动科技有限公司,220157,均乐互动,15-50人,2018-11-19 10:19:58,海珠区,本科,天使轮,"游戏,移动互联网",客户端开发工程师,15k-23k
"['五山', '石牌', '天河北']",蓝月亮（中国）有限公司,24265,蓝月亮,2000人以上,2018-11-22 09:17:09,天河区,本科,不需要融资,生活服务,系统工程师（地点：天河华师地铁）,10k-18k
['天河城'],广州艾米会电子商务有限公司,171398,艾米会,150-500人,2018-11-22 10:37:17,天河区,硕士,不需要融资,"电子商务,人工智能",大数据开发工程师,10k-15k
"['瑞宝', '东晓', '凤阳']",广州致景信息科技有限公司,9085,百布,150-500人,2018-11-22 15:22:50,海珠区,本科,C轮,移动互联网,测试工程师,15k-26k
"['五山', '天河公园', '石牌']",北京修齐治平科技有限公司,28393,爱云校,500-2000人,2018-11-22 10:39:57,天河区,硕士,C轮,"教育,数据服务",图像处理助理研发工程师,8k-15k
,广东亿迅科技有限公司,62627,广东亿迅,2000人以上,2018-11-22 08:59:24,天河区,不限,不需要融资,移动互联网,SDN网络研发工程师,12k-20k
,广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-22 10:41:22,天河区,本科,上市公司,游戏,手游服务器开发工程师,15k-30k
,广州图普网络科技有限公司,34420,图普科技（深度学习图像识别云）,50-150人,2018-11-22 10:20:34,天河区,本科,A轮,"移动互联网,数据服务",服务器开发工程师,10k-15k
"['元岗', '岑村', '龙洞']",广州明动软件股份有限公司,6558,明动软件,150-500人,2018-11-22 20:09:02,天河区,本科,上市公司,"企业服务,数据服务",运维工程师,8k-10k
,广州华多网络科技有限公司,49579,欢聚时代（YY Inc）,2000人以上,2018-11-21 15:00:20,番禺区,本科,上市公司,移动互联网,大数据平台高级研发工程师 (MJ001286),20k-40k
['大学城'],广州探迹科技有限公司,134745,探迹,150-500人,2018-11-22 17:21:33,番禺区,本科,A轮,"数据服务,企业服务",图像算法工程师,15k-25k
"['瑞宝', '东晓', '凤阳']",广州致景信息科技有限公司,9085,百布,150-500人,2018-11-22 15:22:49,海珠区,大专,C轮,移动互联网,中级测试工程师,10k-18k
"['天河公园', '东圃', '棠下']",上海好悦网络科技有限公司,204534,好悦游戏,50-150人,2018-11-22 14:44:57,天河区,大专,未融资,"移动互联网,游戏",手游IOS工程师,7k-12k
,上海微创软件股份有限公司北京分公司,189022,微创,2000人以上,2018-11-22 09:18:58,天河区,本科,不需要融资,"移动互联网,电子商务",前端开发,7k-8k
['琶洲'],广州均乐互动科技有限公司,220157,均乐互动,15-50人,2018-11-19 10:19:58,海珠区,本科,天使轮,"游戏,移动互联网",服务器开发工程师,17k-26k
"['兴华', '沙河', '沙东']",广州机智云物联网科技有限公司,6921,机智云,150-500人,2018-11-22 19:13:46,天河区,大专,B轮,"移动互联网,硬件",测试工程师（广州）,8k-12k
,广东安创信息科技开发有限公司,80273,安创,50-150人,2018-11-22 16:28:51,,不限,不需要融资,"信息安全,硬件",ios/安卓移动安全研究员(并不是开发师，投递前请看清),10k-20k
"['棠下', '东圃', '车陂']",广州宜赚网络科技有限公司,362141,宜赚科技,50-150人,2018-11-22 15:35:52,天河区,大专,A轮,移动互联网,软件测试高级工程师,8k-12k
"['员村', '东圃', '棠下']",广东尚趣网络科技有限公司,151410,尚趣网络,50-150人,2018-11-22 11:50:09,天河区,大专,不需要融资,"游戏,移动互联网",3D引擎开发工程师,9k-15k
['鱼珠'],广州云徙科技有限公司,143873,云徙科技,500-2000人,2018-11-22 17:20:38,黄埔区,本科,A轮,"数据服务,移动互联网",资深图像识别算法工程师,25k-50k
,广州混沌网络科技有限公司,371556,混沌科技,50-150人,2018-11-22 14:42:39,天河区,本科,不需要融资,移动互联网,测试工程师,15k-25k
"['冼村', '珠江新城', '沙河']",广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-21 15:26:43,天河区,本科,上市公司,游戏,Cocos2d-X游戏开发工程师,15k-30k
"['元岗', '岑村', '龙洞']",广州明动软件股份有限公司,6558,明动软件,150-500人,2018-11-22 20:08:57,天河区,本科,上市公司,"企业服务,数据服务",自动化测试工程师,8k-12k
,广州财略金融信息科技有限公司,35507,AI考拉,50-150人,2018-11-22 09:50:21,海珠区,大专,A轮,金融,运维工程师-（应用运维）,12k-24k
,广州市巴图鲁信息科技有限公司,33377,巴图鲁公司,500-2000人,2018-11-22 10:32:50,海珠区,本科,C轮,电子商务,高级运维工程师,15k-25k
,广州君海网络科技有限公司,33956,君海游戏,150-500人,2018-11-22 19:14:44,海珠区,本科,上市公司,移动互联网,运维工程师,6k-10k
"['天园', '天河公园', '棠下']",广州明朝互动科技股份有限公司,18159,明朝互动,150-500人,2018-11-22 18:27:56,天河区,大专,D轮及以上,游戏,运维工程师,8k-10k
,深圳合众财富金融投资管理有限公司广州分公司,225111,合众财富,150-500人,2018-11-22 14:59:39,天河区,本科,不需要融资,"金融,移动互联网",数据建模工程师,8k-15k
"['员村', '天河公园', '棠下']",广州原力互娱网络科技有限公司,126248,原力互娱,500-2000人,2018-11-22 09:52:26,天河区,大专,上市公司,移动互联网,运维开发,12k-20k
,广州奇异果科技有限公司,56211,奇异果科技,50-150人,2018-11-21 09:55:09,天河区,大专,不需要融资,"移动互联网,游戏",高级自动化测试工程师,15k-25k
"['林和', '天河北']",北京轻松筹网络科技有限公司,43055,轻松筹,500-2000人,2018-11-22 09:46:43,天河区,本科,C轮,"移动互联网,金融",Nodejs开发工程师,10k-15k
['东环'],广州油菜花信息科技有限公司,116939,油菜花科技,50-150人,2018-11-22 19:45:45,番禺区,大专,未融资,"移动互联网,文化娱乐",测试工程师,8k-10k
['南源'],深圳市德科信息技术有限公司广州分公司,339742,德科信息,500-2000人,2018-11-22 15:23:44,荔湾区,本科,不需要融资,其他,web前端开发工程师,12k-15k
,东怡源科技（广州）有限公司,296888,东怡源,15-50人,2018-11-16 14:43:46,天河区,本科,未融资,"移动互联网,电子商务",技术经理,10k-20k
,广州力挚网络科技有限公司,14059,租租车,500-2000人,2018-11-22 18:26:27,天河区,本科,B轮,"旅游,生活服务",高级运维开发工程师,14k-24k
['大学城'],广州市讯码通讯科技有限公司,170745,讯码科技,150-500人,2018-11-21 11:53:01,番禺区,本科,A轮,"移动互联网,生活服务",高级运维工程师,15k-20k
"['天河公园', '东圃', '棠下']",广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-21 15:26:41,天河区,本科,上市公司,游戏,基础架构开发工程师(容器方向),15k-30k
['东环'],广州油菜花信息科技有限公司,116939,油菜花科技,50-150人,2018-11-22 19:45:43,番禺区,本科,未融资,"移动互联网,文化娱乐",性能测试工程师,9k-13k
,深圳合众财富金融投资管理有限公司广州分公司,225111,合众财富,150-500人,2018-11-22 14:59:40,天河区,本科,不需要融资,"金融,移动互联网",高级BI工程师,15k-25k
,广东亿迅科技有限公司,62627,广东亿迅,2000人以上,2018-11-22 08:59:22,海珠区,硕士,不需要融资,移动互联网,算法工程师,20k-40k
"['林和', '沙河']",乐至（上海）科技有限公司,137205,乐至科技,15-50人,2018-11-22 15:46:19,天河区,大专,不需要融资,移动互联网,运维工程师,7k-12k
,北京金山软件有限公司,7835,金山办公软件,2000人以上,2018-11-21 14:52:39,天河区,本科,上市公司,移动互联网,运维开发工程师（gz）,15k-25k
,广东赛百威信息科技有限公司,40530,赛百威,150-500人,2018-11-22 19:41:40,萝岗区,大专,不需要融资,"移动互联网,电子商务",运维工程师,4k-5k
"['元岗', '岑村', '龙洞']",广州明动软件股份有限公司,6558,明动软件,150-500人,2018-11-22 20:08:50,天河区,本科,上市公司,"企业服务,数据服务",测试主管,12k-17k
,广州市果肉教育科技有限公司,463302,广州市果肉教育科技有限公司,150-500人,2018-11-22 16:31:22,越秀区,本科,不需要融资,"移动互联网,教育",自然语言处理,15k-30k
"['员村', '东圃']",杭州魔蝎数据科技有限公司,139350,魔蝎科技,50-150人,2018-11-22 11:25:22,天河区,本科,B轮,"数据服务,移动互联网",售前产品顾问（广州）,6k-12k
,上海雳挚企业信息咨询有限公司,127357,医疗云,150-500人,2018-11-22 09:05:53,天河区,硕士,不需要融资,"移动互联网,医疗健康",测试开发工程师,20k-39k
,广州傲银信息科技有限责任公司,163964,傲银科技,15-50人,2018-11-20 10:26:51,海珠区,大专,不需要融资,"文化娱乐,游戏",运维工程师（高薪外派东南亚）,15k-30k
['员村'],广州造就科技有限公司,284260,造就科技,150-500人,2018-11-22 17:41:20,天河区,大专,A轮,移动互联网,测试主管,12k-16k
,广州财略金融信息科技有限公司,35507,AI考拉,50-150人,2018-11-22 09:50:21,海珠区,大专,A轮,金融,数据分析师,8k-12k
"['琶洲', '新港', '赤岗']",广州哆啦科技有限公司,250149,Fordeal,500-2000人,2018-11-20 11:39:25,海珠区,本科,B轮,"电子商务,移动互联网",资深大数据开发工程师,30k-60k
"['冼村', '珠江新城', '沙河']",广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-21 15:26:42,天河区,本科,上市公司,游戏,游戏服务端开发工程师,15k-30k
,广东亿迅科技有限公司,62627,广东亿迅,2000人以上,2018-11-22 08:59:24,天河区,不限,不需要融资,移动互联网,人工智能工程师,15k-20k
,广东星辉天拓互动娱乐有限公司,29750,星辉游戏,500-2000人,2018-11-18 20:34:47,天河区,本科,上市公司,游戏,手游双端开发工程师,10k-15k
"['五山', '天河公园', '石牌']",广东省电信规划设计院有限公司,61875,设计院,2000人以上,2018-11-22 15:40:05,天河区,本科,上市公司,"移动互联网,金融",C#软件工程师,6k-8k
,广州卓振智能科技有限公司,91287,广州卓振,50-150人,2018-11-22 09:55:04,萝岗区,本科,未融资,移动互联网,.NET/C#软件开发工程师,8k-12k
"['珠江新城', '沙河']",广州富力地产股份有限公司,111643,富力地产,2000人以上,2018-11-21 14:42:41,天河区,本科,上市公司,"移动互联网,电子商务",爬虫开发工程师,12k-22k
,广州餐道信息科技有限公司,39441,广州餐道,150-500人,2018-11-20 10:36:02,荔湾区,不限,未融资,"移动互联网,O2O",大数据开发工程师,10k-20k
"['岭南', '五羊新城']",广州美人信息技术有限公司,134065,美人信息,150-500人,2018-11-19 16:03:37,越秀区,本科,A轮,移动互联网,计算机视觉工程师（人脸技术方向）,10k-20k
"['三元里', '白云大道', '机场路']",昌正实业（广州）有限公司,410822,昌正集团,500-2000人,2018-11-22 19:44:44,白云区,大专,不需要融资,电子商务,数据库工程师（DBA）,8k-16k
"['大新', '龙津', '西关']",广东分利宝金服科技有限公司,58690,光大分利宝,150-500人,2018-11-22 15:53:02,荔湾区,本科,C轮,"金融,移动互联网",运维工程师,8k-12k
,广东蜂助手网络技术股份有限公司,25632,蜂助手,150-500人,2018-11-21 15:29:03,天河区,本科,上市公司,移动互联网,运维工程师,10k-18k
"['五山', '天河公园', '石牌']",北京智蓝云信科技有限公司,410631,智蓝,150-500人,2018-11-15 17:09:31,天河区,本科,不需要融资,移动互联网,devops开发工程师,15k-25k
,广州诺倍可贸易有限公司,136784,广州诺倍可,150-500人,2018-11-22 19:05:32,天河区,本科,天使轮,"医疗健康,O2O",前端开发工程师（高级）,8k-15k
"['员村', '珠江新城', '石牌']",大鱼快乐有限公司,216917,阿里文娱,2000人以上,2018-11-22 11:39:15,天河区,大专,上市公司,"文化娱乐,移动互联网",高级数据研发工程师-广州,20k-40k
,广东东田教育集团有限公司,36141,广东东田教育集团有限公司,150-500人,2018-11-22 10:13:48,天河区,本科,不需要融资,"移动互联网,教育",中级运维工程师,8k-12k
,广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-22 10:41:21,天河区,本科,上市公司,游戏,服务器开发工程师,15k-30k
,广东美的制冷设备有限公司,90410,美的,2000人以上,2018-11-22 09:25:50,番禺区,本科,上市公司,"O2O,其他",大数据开发工程师,15k-25k
,深圳市祎创科技有限公司,441985,祎创科技,50-150人,2018-11-21 12:01:41,天河区,本科,不需要融资,"移动互联网,人工智能",服务端高级研发工程师/研发专家,30k-55k
"['棠下', '天园', '车陂']",广州荔支网络技术有限公司,1531,荔枝,500-2000人,2018-11-16 09:15:54,天河区,本科,D轮及以上,移动互联网,Java开发实习生,4k-8k
"['东圃', '棠下', '车陂']",广府数字（深圳）股份有限公司,463109,广府数字,15-50人,2018-11-22 17:48:10,天河区,本科,未融资,区块链 电子商务,岗位职责： 新系统技术开发，老系统更新迭代，,16k-32k
,广州合摩计算机科技有限公司,297763,爱员工,150-500人,2018-11-20 09:43:31,天河区,硕士,B轮,移动互联网,自然语言算法工程师,20k-40k
,广州卓动信息科技有限公司,42632,卓动信息科技,150-500人,2018-11-20 09:41:24,海珠区,本科,不需要融资,游戏,服务端开发工程师,12k-18k
"['林和', '沙河']",广州港亨信息科技有限公司,91903,We Are Techman,15-50人,2018-11-12 10:57:08,天河区,本科,不需要融资,"移动互联网,数据服务",区块链技术研发工程师,15k-20k
['天河软件园'],上海鲸团科技有限公司,189292,鲸鱼游戏,150-500人,2018-11-22 15:40:30,天河区,大专,不需要融资,游戏,游戏运维工程师,8k-13k
"['员村', '东圃', '棠下']",航天精一（广东）信息科技有限公司,16073,航天精一,150-500人,2018-11-22 09:23:31,天河区,本科,上市公司,"移动互联网,数据服务",大数据开发--研究院,13k-18k
,上海微创软件股份有限公司北京分公司,189022,微创,2000人以上,2018-11-22 09:18:59,天河区,本科,不需要融资,"移动互联网,电子商务",前端开发,8k-9k
,广州奇异果科技有限公司,56211,奇异果科技,50-150人,2018-11-21 09:55:10,天河区,大专,不需要融资,"移动互联网,游戏",高级c++开发工程师,15k-30k
['琶洲'],广州傲银信息科技有限责任公司,163964,傲银科技,15-50人,2018-11-20 10:26:51,海珠区,大专,不需要融资,"文化娱乐,游戏",资深数据挖掘工程师,20k-30k
"['琶洲', '新港', '赤岗']",大鱼快乐有限公司,216917,阿里文娱,2000人以上,2018-11-22 13:48:18,海珠区,本科,上市公司,"文化娱乐,移动互联网",阿里大文娱游戏事业部-运维研发工程师-中台,15k-25k
"['珠江新城', '猎德', '石牌']",广州市星火机器人有限公司,340441,spark机器人,15-50人,2018-11-22 11:33:54,天河区,大专,天使轮,硬件 移动互联网,软件测试工程师,8k-12k
,广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-22 10:41:23,天河区,不限,上市公司,游戏,手游客户端开发工程师,15k-30k
,广州奇异果科技有限公司,56211,奇异果科技,50-150人,2018-11-21 09:55:10,天河区,本科,不需要融资,"移动互联网,游戏",c++开发工程师,10k-15k
"['员村', '珠江新城', '石牌']",大鱼快乐有限公司,216917,阿里文娱,2000人以上,2018-11-22 11:39:16,天河区,本科,上市公司,"文化娱乐,移动互联网",高级测试开发工程师-广州,20k-40k
['石楼'],广东海启星海洋科技有限公司,188933,广东海启星海洋科技有限公司,50-150人,2018-11-22 09:07:49,番禺区,本科,不需要融资,"数据服务,企业服务",数据库研发工程师,9k-18k
['水荫'],广东咏声动漫股份有限公司,130684,咏声动漫,150-500人,2018-11-20 09:43:26,越秀区,大专,上市公司,文化娱乐,动画制作技术指导（Production TD),10k-15k
"['琶洲', '新港', '赤岗']",广州逗号智能零售有限公司,274523,逗号智能零售,50-150人,2018-11-22 16:52:53,海珠区,本科,不需要融资,"移动互联网,生活服务",AI主管,50k-80k
['大学城'],广州比特区块科技有限公司,319126,比特区块,15-50人,2018-11-12 11:12:59,番禺区,本科,天使轮,"金融,数据服务",后端工程师,15k-30k
"['客村', '新港', '赤岗']",广州市魔幻科技有限公司,372772,魔幻科技,15-50人,2018-11-22 17:47:44,海珠区,大专,未融资,移动互联网,运维开发工程师,10k-15k
['珠江新城'],广州汇电云联互联网科技有限公司,205460,汇电云联,50-150人,2018-11-21 16:52:30,天河区,本科,不需要融资,移动互联网,大数据开发工程师,20k-32k
,广州华多网络科技有限公司,49579,欢聚时代（YY Inc）,2000人以上,2018-11-21 15:00:19,番禺区,本科,上市公司,移动互联网,C++高级工程师（YY区块链）,30k-50k
"['珠江新城', '沙河']",广州富力地产股份有限公司,111643,富力地产,2000人以上,2018-11-21 14:42:42,天河区,本科,上市公司,"移动互联网,电子商务",数据库开发工程师,12k-18k
,广州德客信息科技有限公司,60851,德客信息,15-50人,2018-11-19 17:35:32,增城区,本科,未融资,"企业服务,O2O",小程序 开发 工程师,6k-10k
['天河软件园'],上海鲸团科技有限公司,189292,鲸鱼游戏,150-500人,2018-11-22 15:39:49,天河区,大专,不需要融资,游戏,系统运维工程师,10k-15k
,广州欧科信息技术股份有限公司,166052,广州欧科,150-500人,2018-11-22 09:18:19,萝岗区,硕士,上市公司,"企业服务,数据服务",三维算法工程师,15k-20k
,清远墨墨教育科技有限公司,120354,墨墨科技,少于15人,2018-11-13 16:07:13,天河区,本科,未融资,移动互联网,墨墨后端开发工程师,15k-30k
"['冼村', '珠江新城', '沙河']",广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-19 09:59:42,天河区,本科,上市公司,游戏,手游开发工程师-暗黑手游,10k-20k
['沙河'],广州道然信息科技有限公司,149760,广州道然,50-150人,2018-11-22 14:47:48,天河区,本科,不需要融资,移动互联网,推荐算法工程师,15k-25k
"['林和', '天河北']",广州百帆信息科技有限公司,156247,百帆,15-50人,2018-11-21 19:45:46,天河区,大专,A轮,移动互联网,前端开发工程师,5k-7k
"['琶洲', '新港', '赤岗']",广州哆啦科技有限公司,250149,Fordeal,500-2000人,2018-11-20 11:39:28,海珠区,本科,B轮,"电子商务,移动互联网",大数据开发工程师,20k-40k
"['五山', '天河公园', '石牌']",北京智蓝云信科技有限公司,410631,智蓝,150-500人,2018-11-15 17:09:30,天河区,本科,不需要融资,移动互联网,大数据开发工程师,15k-25k
,有米科技股份有限公司,271,有米科技,500-2000人,2018-11-15 14:40:59,番禺区,本科,上市公司,"移动互联网,广告营销",后端开发工程师,15k-25k
"['林和', '沙河', '广州东站']",广州港亨信息科技有限公司,91903,We Are Techman,15-50人,2018-11-12 10:57:08,天河区,大专,不需要融资,"移动互联网,数据服务",区块链技术研发工程师,10k-20k
"['五山', '石牌', '天河北']",中国电信股份有限公司上海信息化研发中心,50632,中国电信IT研发中心,500-2000人,2018-11-07 10:43:50,天河区,本科,上市公司,其他,云存储开发工程师,15k-25k
['天河客运站'],广州维朗网络科技有限公司,204811,维朗,50-150人,2018-11-22 13:40:16,天河区,大专,不需要融资,"移动互联网,招聘",数据开发工程师,15k-20k
"['环市东', '华乐', '大东']",广东触电传媒科技有限公司,132796,触电传媒,150-500人,2018-11-22 10:12:08,越秀区,本科,不需要融资,"移动互联网,文化娱乐",高级数据开发工程师,10k-20k
"['林和', '天河北']",广州市银兴计算机服务有限公司,243935,银兴,50-150人,2018-11-21 10:39:48,天河区,本科,上市公司,其他,数据挖掘工程师,20k-40k
['石牌'],数字广东网络建设有限公司,410436,数字广东（腾讯投资公司）,500-2000人,2018-11-20 15:41:08,天河区,本科,不需要融资,移动互联网,质量开发工程师,15k-30k
"['沙面', '芳村']",广州诺米品牌管理有限公司,431352,诺米,500-2000人,2018-11-22 10:29:23,荔湾区,本科,A轮,"移动互联网,电子商务",ETL开发工程师,15k-18k
,上海雳挚企业信息咨询有限公司,127357,医疗云,150-500人,2018-11-22 09:05:53,天河区,硕士,不需要融资,"移动互联网,医疗健康",测试开发工程师,20k-39k
"['天河公园', '棠下']",三七互娱（上海）科技有限公司,658,三七互娱,2000人以上,2018-11-22 09:54:31,天河区,本科,上市公司,游戏,测试工程师,6k-12k
"['天园', '天河公园', '棠下']",广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-06 14:25:33,天河区,本科,上市公司,游戏,核心开发工程师,15k-25k
['沙河'],广州道然信息科技有限公司,149760,广州道然,50-150人,2018-11-22 14:47:48,天河区,本科,不需要融资,移动互联网,高级运维工程师,15k-20k
,北京智蓝云信科技有限公司,410631,智蓝,150-500人,2018-11-19 08:59:02,天河区,本科,不需要融资,移动互联网,DevOps开发工程师,20k-25k
"['珠江新城', '沙河']",深圳前海大数金融服务有限公司,45195,大数金融,500-2000人,2018-11-20 09:23:36,天河区,大专,C轮,金融,系统运维工程师,10k-20k
"['三元里', '白云大道', '机场路']",昌正实业（广州）有限公司,410822,昌正集团,500-2000人,2018-11-22 19:44:29,白云区,大专,不需要融资,电子商务,运维工程师,8k-16k
,群艺积分制（广州）互联网科技有限公司,296013,湖北群艺,150-500人,2018-11-22 17:41:50,天河区,本科,不需要融资,"企业服务,教育",测试主管,10k-15k
['天河软件园'],上海鲸团科技有限公司,189292,鲸鱼游戏,150-500人,2018-11-22 15:40:16,天河区,本科,不需要融资,游戏,lua游戏后端开发,8k-16k
,广州博依特智能信息科技有限公司,151264,博依特,50-150人,2018-11-22 14:32:28,黄埔区,本科,不需要融资,"企业服务,数据服务",数据开发工程师,10k-20k
"['员村', '东圃', '棠下']",航天精一（广东）信息科技有限公司,16073,航天精一,150-500人,2018-11-22 09:23:31,天河区,大专,上市公司,"移动互联网,数据服务",自动化运维工程师,7k-12k
['琶洲'],广州傲银信息科技有限责任公司,163964,傲银科技,15-50人,2018-11-20 10:26:52,海珠区,大专,不需要融资,"文化娱乐,游戏",运维主管（高薪外派）,50k-80k
,广州市巴图鲁信息科技有限公司,33377,巴图鲁公司,500-2000人,2018-11-22 10:32:42,海珠区,本科,C轮,电子商务,中高级数据分析师,12k-20k
,广州快批信息科技有限公司,67777,快批KP,50-150人,2018-11-20 17:58:38,海珠区,本科,A轮,"移动互联网,数据服务",运维开发工程师,10k-16k
"['客村', '新港', '赤岗']",广州群接龙网络科技有限公司,441773,群接龙,15-50人,2018-11-20 16:14:26,海珠区,本科,A轮,"电子商务,社交网络",测试工程师,6k-12k
,广东综联数码科技有限公司,116476,ICM综联数码,15-50人,2018-11-22 15:56:14,天河区,大专,不需要融资,移动互联网,后端开发工程师,8k-12k
,广州维胜信息技术有限公司,99071,搜款网 VVIC,150-500人,2018-11-22 10:09:02,天河区,本科,A轮,"电子商务,企业服务",前端开发工程师,10k-20k
"['棠下', '天河公园', '天园']",广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-21 14:43:32,天河区,本科,上市公司,游戏,数据仓库开发工程师,10k-15k
"['天河公园', '棠下']",三七互娱（上海）科技有限公司,658,三七互娱,2000人以上,2018-11-22 09:54:31,天河区,本科,上市公司,游戏,游戏运维工程师,10k-15k
"['瑞宝', '工业大道', '瑞宝', '凤阳', '工业大道', '凤阳']",铂涛信息技术（广州）有限公司,29385,铂涛旅行,500-2000人,2018-11-22 09:25:32,海珠区,本科,未融资,"移动互联网,旅游",测试工程师,8k-12k
"['岭南', '建设']",上海酷萌网络科技有限公司,264167,酷萌网络（LNI技术有限公司）,2000人以上,2018-11-21 09:53:11,越秀区,大专,不需要融资,"移动互联网,游戏",运维工程师（海外）,15k-25k
,浙江星飞信息技术有限公司,223587,星飞,150-500人,2018-11-19 10:10:05,天河区,本科,天使轮,游戏,游戏服务端开发工程师（校招）,8k-12k
['车陂'],氪金信息科技（天津）有限公司,33801,Codrim,50-150人,2018-11-22 10:32:32,天河区,大专,天使轮,"移动互联网,广告营销",技术经理,20K-25K
,广东东田教育集团有限公司,36141,广东东田教育集团有限公司,150-500人,2018-11-22 10:13:49,天河区,本科,不需要融资,"移动互联网,教育",运维经理,13k-20k
"['员村', '天河公园', '棠下']",武汉佰钧成技术有限责任公司,16831,武汉佰钧成技术有限公司,2000人以上,2018-11-19 17:05:56,天河区,本科,不需要融资,移动互联网,中级测试工程师,13k-17k
"['棠下', '天河公园', '天园']",广州米多网络科技有限公司,89313,米多网络,50-150人,2018-11-19 10:04:37,天河区,大专,A轮,"移动互联网,电子商务",大数据开发工程师,10k-20k
"['员村', '天河公园', '石牌']",北京云族佳科技有限公司广州分公司,419772,北京云族佳科技有限公...,50-150人,2018-11-12 11:44:52,天河区,本科,B轮,"移动互联网,人工智能",测试工程师,8k-13k
"['天河城', '体育中心', '沙河']",上海源慧信息科技股份有限公司,114177,源慧信息,50-150人,2018-11-22 10:54:41,天河区,大专,上市公司,O2O,数据分析经理,20k-30k
['大石'],浩鲸云计算科技股份有限公司,173918,浩鲸科技,2000人以上,2018-11-22 10:49:20,番禺区,本科,上市公司,"移动互联网,企业服务",大数据开发工程师,13k-20k
,广州灵犀信息技术有限公司,400471,灵犀信息,15-50人,2018-11-11 10:39:24,天河区,不限,不需要融资,"移动互联网,金融",区块链工程师,15k-30k
['芳村'],广东壹健康科技有限公司,182282,壹健康,500-2000人,2018-11-01 14:52:21,荔湾区,大专,不需要融资,医疗健康,PHP开发工程师,12k-18k
['琶洲'],广州斗游信息科技有限公司,121684,广州斗游信息科技有限公司,150-500人,2018-11-22 11:11:13,海珠区,本科,B轮,移动互联网,AI算法工程师,12k-24k
"['冼村', '珠江新城', '沙河']",广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-07 10:18:34,天河区,本科,上市公司,游戏,客户端开发工程师（阴阳师）,12k-24k
['天河软件园'],上海鲸团科技有限公司,189292,鲸鱼游戏,150-500人,2018-11-19 16:47:47,天河区,本科,不需要融资,游戏,运维工程师,10k-18k
,广东健客医药有限公司,33059,健客网,500-2000人,2018-11-19 11:54:06,萝岗区,本科,B轮,"电子商务,医疗健康",高级软件测试工程师（服务器端测试）,13k-25k
"['员村', '珠江新城']",广州初行科技有限公司,252435,初行科技,少于15人,2018-11-22 14:04:17,天河区,大专,未融资,"数据服务,信息安全",中级前端开发工程师,8k-15k
"['员村', '珠江新城', '石牌']",大鱼快乐有限公司,216917,阿里文娱,2000人以上,2018-11-22 11:39:15,天河区,本科,上市公司,"文化娱乐,移动互联网",Java高级开发工程师-广州,20k-40k
"['林和', '天河北']",广州市银兴计算机服务有限公司,243935,银兴,50-150人,2018-11-21 10:39:48,天河区,本科,上市公司,其他,数据挖掘工程师,15k-30k
"['客村', '新港', '赤岗']",广州爱范儿科技股份有限公司,25623,爱范儿,50-150人,2018-11-19 09:23:18,海珠区,本科,上市公司,"移动互联网,企业服务",Ifanr SRE 工程师 (系统工程方向),15k-25k
"['天河城', '石牌']",广州酷码教育咨询有限公司,319988,广州酷码教育咨询有限公司,150-500人,2018-11-22 17:17:27,天河区,本科,A轮,教育,产品研发总监,10k-15k
"['东圃', '棠下', '车陂']",广东灵机文化传播有限公司,1175,灵机文化,150-500人,2018-11-22 11:42:36,天河区,大专,不需要融资,"移动互联网,电子商务",系统管理员/网络管理员,9k-14k
,广州艾美网络科技有限公司,36852,艾美网络科技,150-500人,2018-11-05 14:04:37,番禺区,本科,B轮,"移动互联网,游戏",高级服务器开发工程师,18k-30k
"['兴华', '粤垦', '沙河']",广州影子控股股份有限公司,327797,影子控股,150-500人,2018-11-22 13:39:37,天河区,本科,不需要融资,"企业服务,数据服务",测试,15k-30k
